City/area,Microterritorial Unit,Category,Sub-category,Indicator,Year,Value,Unit,Comments,Source,DOI,URL
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1922,9.39,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1923,9.45,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1924,9.59,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1925,9.74,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1926,9.9,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1927,10.05,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1928,10.2,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1929,10.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1930,10.51,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1931,10.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1932,10.19,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1933,10.03,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1934,9.87,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1935,9.51,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1936,9.35,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1937,9.18,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1938,9.02,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1939,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1940,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1941,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1942,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1943,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1944,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1945,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1946,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1947,0,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1948,8,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1949,8,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1950,8,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1951,8.24,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1952,8.41,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1953,8.58,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1954,8.75,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1955,8.91,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1956,9.08,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1957,9.25,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1958,9.42,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1959,9.59,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1960,9.76,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1961,9.85,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1962,9.92,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1963,10,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1964,10.08,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1965,10.15,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1966,10.23,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1967,10.31,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1968,10.38,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1969,10.46,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1970,10.53,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1971,10.53,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1972,10.47,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1973,10.41,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1974,10.36,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1975,10.3,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1976,10.24,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1977,10.18,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1978,10.13,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1979,10.07,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1980,10.01,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1981,9.95,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1982,9.96,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1983,9.96,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1984,9.97,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1985,9.98,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1986,9.98,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1987,9.99,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1988,9.99,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1989,10,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
Vienna,,Energy,energy consumption, Energy use by energy type -  Food  ,1990,10,PJ/y,,A City and Its Hinterland: Vienna's Energy Metabolism 1800-2006,10.1007/978-94-007-1177-8_11,https://archive.metabolismofcities.org/publication/191
